     00681         X
     00001   -0.500000000000000D+01
     00002   -0.497500000000000D+01
     00003   -0.495000000000000D+01
     00004   -0.492500000000000D+01
     00005   -0.490000000000000D+01
     00006   -0.487500000000000D+01
     00007   -0.485000000000000D+01
     00008   -0.482500000000000D+01
     00009   -0.480000000000000D+01
     00010   -0.477500000000000D+01
     00011   -0.475000000000000D+01
     00012   -0.472500000000000D+01
     00013   -0.470000000000000D+01
     00014   -0.467500000000000D+01
     00015   -0.465000000000000D+01
     00016   -0.462500000000000D+01
     00017   -0.460000000000000D+01
     00018   -0.457500000000000D+01
     00019   -0.455000000000000D+01
     00020   -0.452500000000000D+01
     00021   -0.450000000000000D+01
     00022   -0.447500000000000D+01
     00023   -0.445000000000000D+01
     00024   -0.442500000000000D+01
     00025   -0.440000000000000D+01
     00026   -0.437500000000000D+01
     00027   -0.435000000000000D+01
     00028   -0.432500000000000D+01
     00029   -0.430000000000000D+01
     00030   -0.427500000000000D+01
     00031   -0.425000000000000D+01
     00032   -0.422500000000000D+01
     00033   -0.420000000000000D+01
     00034   -0.417500000000000D+01
     00035   -0.415000000000000D+01
     00036   -0.412500000000000D+01
     00037   -0.410000000000000D+01
     00038   -0.407500000000000D+01
     00039   -0.405000000000000D+01
     00040   -0.402500000000000D+01
     00041   -0.400000000000000D+01
     00042   -0.397500000000000D+01
     00043   -0.395000000000000D+01
     00044   -0.392500000000000D+01
     00045   -0.390000000000000D+01
     00046   -0.387500000000000D+01
     00047   -0.385000000000000D+01
     00048   -0.382500000000000D+01
     00049   -0.380000000000000D+01
     00050   -0.377500000000000D+01
     00051   -0.375000000000000D+01
     00052   -0.372500000000000D+01
     00053   -0.370000000000000D+01
     00054   -0.367500000000000D+01
     00055   -0.365000000000000D+01
     00056   -0.362500000000000D+01
     00057   -0.360000000000000D+01
     00058   -0.357500000000000D+01
     00059   -0.355000000000000D+01
     00060   -0.352500000000000D+01
     00061   -0.350000000000000D+01
     00062   -0.347500000000000D+01
     00063   -0.345000000000000D+01
     00064   -0.342500000000000D+01
     00065   -0.340000000000000D+01
     00066   -0.337500000000000D+01
     00067   -0.335000000000000D+01
     00068   -0.332500000000000D+01
     00069   -0.330000000000000D+01
     00070   -0.327500000000000D+01
     00071   -0.325000000000000D+01
     00072   -0.322500000000000D+01
     00073   -0.320000000000000D+01
     00074   -0.317500000000000D+01
     00075   -0.315000000000000D+01
     00076   -0.312500000000000D+01
     00077   -0.310000000000000D+01
     00078   -0.307500000000000D+01
     00079   -0.305000000000000D+01
     00080   -0.302500000000000D+01
     00081   -0.300000000000000D+01
     00082   -0.297500000000000D+01
     00083   -0.295000000000000D+01
     00084   -0.292500000000000D+01
     00085   -0.290000000000000D+01
     00086   -0.287500000000000D+01
     00087   -0.285000000000000D+01
     00088   -0.282500000000000D+01
     00089   -0.280000000000000D+01
     00090   -0.277500000000000D+01
     00091   -0.275000000000000D+01
     00092   -0.272500000000000D+01
     00093   -0.270000000000000D+01
     00094   -0.267500000000000D+01
     00095   -0.265000000000000D+01
     00096   -0.262500000000000D+01
     00097   -0.260000000000000D+01
     00098   -0.257500000000000D+01
     00099   -0.255000000000000D+01
     00100   -0.252500000000000D+01
     00101   -0.250000000000000D+01
     00102   -0.247500000000000D+01
     00103   -0.245000000000000D+01
     00104   -0.242500000000000D+01
     00105   -0.240000000000000D+01
     00106   -0.237500000000000D+01
     00107   -0.235000000000000D+01
     00108   -0.232500000000000D+01
     00109   -0.230000000000000D+01
     00110   -0.227500000000000D+01
     00111   -0.225000000000000D+01
     00112   -0.222500000000000D+01
     00113   -0.220000000000000D+01
     00114   -0.217500000000000D+01
     00115   -0.215000000000000D+01
     00116   -0.212500000000000D+01
     00117   -0.210000000000000D+01
     00118   -0.207500000000000D+01
     00119   -0.205000000000000D+01
     00120   -0.202500000000000D+01
     00121   -0.200000000000000D+01
     00122   -0.197500000000000D+01
     00123   -0.195000000000000D+01
     00124   -0.192500000000000D+01
     00125   -0.190000000000000D+01
     00126   -0.187500000000000D+01
     00127   -0.185000000000000D+01
     00128   -0.182500000000000D+01
     00129   -0.180000000000000D+01
     00130   -0.177500000000000D+01
     00131   -0.175000000000000D+01
     00132   -0.172500000000000D+01
     00133   -0.170000000000000D+01
     00134   -0.167500000000000D+01
     00135   -0.165000000000000D+01
     00136   -0.162500000000000D+01
     00137   -0.160000000000000D+01
     00138   -0.157500000000000D+01
     00139   -0.155000000000000D+01
     00140   -0.152500000000000D+01
     00141   -0.150000000000000D+01
     00142   -0.147500000000000D+01
     00143   -0.145000000000000D+01
     00144   -0.142500000000000D+01
     00145   -0.140000000000000D+01
     00146   -0.137500000000000D+01
     00147   -0.135000000000000D+01
     00148   -0.132500000000000D+01
     00149   -0.130000000000000D+01
     00150   -0.127500000000000D+01
     00151   -0.125000000000000D+01
     00152   -0.122500000000000D+01
     00153   -0.120000000000000D+01
     00154   -0.117500000000000D+01
     00155   -0.115000000000000D+01
     00156   -0.112500000000000D+01
     00157   -0.110000000000000D+01
     00158   -0.107500000000000D+01
     00159   -0.105000000000000D+01
     00160   -0.102500000000000D+01
     00161   -0.100000000000000D+01
     00162   -0.975000000000000D+00
     00163   -0.950000000000000D+00
     00164   -0.925000000000000D+00
     00165   -0.900000000000000D+00
     00166   -0.875000000000000D+00
     00167   -0.850000000000000D+00
     00168   -0.825000000000000D+00
     00169   -0.800000000000000D+00
     00170   -0.775000000000000D+00
     00171   -0.750000000000000D+00
     00172   -0.725000000000000D+00
     00173   -0.700000000000000D+00
     00174   -0.675000000000000D+00
     00175   -0.650000000000000D+00
     00176   -0.625000000000000D+00
     00177   -0.600000000000000D+00
     00178   -0.575000000000000D+00
     00179   -0.550000000000000D+00
     00180   -0.525000000000000D+00
     00181   -0.500000000000000D+00
     00182   -0.475000000000000D+00
     00183   -0.450000000000000D+00
     00184   -0.425000000000000D+00
     00185   -0.400000000000000D+00
     00186   -0.375000000000000D+00
     00187   -0.350000000000000D+00
     00188   -0.325000000000000D+00
     00189   -0.300000000000000D+00
     00190   -0.275000000000000D+00
     00191   -0.250000000000000D+00
     00192   -0.225000000000000D+00
     00193   -0.200000000000000D+00
     00194   -0.175000000000000D+00
     00195   -0.150000000000000D+00
     00196   -0.125000000000000D+00
     00197   -0.100000000000000D+00
     00198   -0.750000000000000D-01
     00199   -0.499999999999999D-01
     00200   -0.249999999999999D-01
     00201    0.000000000000000D+00
     00202    0.250000000000001D-01
     00203    0.500000000000000D-01
     00204    0.750000000000000D-01
     00205    0.100000000000000D+00
     00206    0.125000000000000D+00
     00207    0.150000000000000D+00
     00208    0.175000000000000D+00
     00209    0.200000000000000D+00
     00210    0.225000000000000D+00
     00211    0.250000000000000D+00
     00212    0.275000000000000D+00
     00213    0.300000000000000D+00
     00214    0.325000000000000D+00
     00215    0.350000000000000D+00
     00216    0.375000000000000D+00
     00217    0.400000000000000D+00
     00218    0.425000000000000D+00
     00219    0.450000000000000D+00
     00220    0.475000000000000D+00
     00221    0.500000000000000D+00
     00222    0.525000000000000D+00
     00223    0.550000000000000D+00
     00224    0.575000000000000D+00
     00225    0.600000000000000D+00
     00226    0.625000000000000D+00
     00227    0.650000000000000D+00
     00228    0.675000000000000D+00
     00229    0.700000000000000D+00
     00230    0.725000000000000D+00
     00231    0.750000000000000D+00
     00232    0.775000000000000D+00
     00233    0.800000000000000D+00
     00234    0.825000000000000D+00
     00235    0.850000000000000D+00
     00236    0.875000000000000D+00
     00237    0.900000000000000D+00
     00238    0.925000000000000D+00
     00239    0.950000000000000D+00
     00240    0.975000000000000D+00
     00241    0.100000000000000D+01
     00242    0.102500000000000D+01
     00243    0.105000000000000D+01
     00244    0.107500000000000D+01
     00245    0.110000000000000D+01
     00246    0.112500000000000D+01
     00247    0.115000000000000D+01
     00248    0.117500000000000D+01
     00249    0.120000000000000D+01
     00250    0.122500000000000D+01
     00251    0.125000000000000D+01
     00252    0.127500000000000D+01
     00253    0.130000000000000D+01
     00254    0.132500000000000D+01
     00255    0.135000000000000D+01
     00256    0.137500000000000D+01
     00257    0.140000000000000D+01
     00258    0.142500000000000D+01
     00259    0.145000000000000D+01
     00260    0.147500000000000D+01
     00261    0.150000000000000D+01
     00262    0.152500000000000D+01
     00263    0.155000000000000D+01
     00264    0.157500000000000D+01
     00265    0.160000000000000D+01
     00266    0.162500000000000D+01
     00267    0.165000000000000D+01
     00268    0.167500000000000D+01
     00269    0.170000000000000D+01
     00270    0.172500000000000D+01
     00271    0.175000000000000D+01
     00272    0.177500000000000D+01
     00273    0.180000000000000D+01
     00274    0.182500000000000D+01
     00275    0.185000000000000D+01
     00276    0.187500000000000D+01
     00277    0.190000000000000D+01
     00278    0.192500000000000D+01
     00279    0.195000000000000D+01
     00280    0.197500000000000D+01
     00281    0.200000000000000D+01
     00282    0.202500000000000D+01
     00283    0.205000000000000D+01
     00284    0.207500000000000D+01
     00285    0.210000000000000D+01
     00286    0.212500000000000D+01
     00287    0.215000000000000D+01
     00288    0.217500000000000D+01
     00289    0.220000000000000D+01
     00290    0.222500000000000D+01
     00291    0.225000000000000D+01
     00292    0.227500000000000D+01
     00293    0.230000000000000D+01
     00294    0.232500000000000D+01
     00295    0.235000000000000D+01
     00296    0.237500000000000D+01
     00297    0.240000000000000D+01
     00298    0.242500000000000D+01
     00299    0.245000000000000D+01
     00300    0.247500000000000D+01
     00301    0.250000000000000D+01
     00302    0.252500000000000D+01
     00303    0.255000000000000D+01
     00304    0.257500000000000D+01
     00305    0.260000000000000D+01
     00306    0.262500000000000D+01
     00307    0.265000000000000D+01
     00308    0.267500000000000D+01
     00309    0.270000000000000D+01
     00310    0.272500000000000D+01
     00311    0.275000000000000D+01
     00312    0.277500000000000D+01
     00313    0.280000000000000D+01
     00314    0.282500000000000D+01
     00315    0.285000000000000D+01
     00316    0.287500000000000D+01
     00317    0.290000000000000D+01
     00318    0.292500000000000D+01
     00319    0.295000000000000D+01
     00320    0.297500000000000D+01
     00321    0.300000000000000D+01
     00322    0.302500000000000D+01
     00323    0.305000000000000D+01
     00324    0.307500000000000D+01
     00325    0.310000000000000D+01
     00326    0.312500000000000D+01
     00327    0.315000000000000D+01
     00328    0.317500000000000D+01
     00329    0.320000000000000D+01
     00330    0.322500000000000D+01
     00331    0.325000000000000D+01
     00332    0.327500000000000D+01
     00333    0.330000000000000D+01
     00334    0.332500000000000D+01
     00335    0.335000000000000D+01
     00336    0.337500000000000D+01
     00337    0.340000000000000D+01
     00338    0.342500000000000D+01
     00339    0.345000000000000D+01
     00340    0.347500000000000D+01
     00341    0.350000000000000D+01
     00342    0.352500000000000D+01
     00343    0.355000000000000D+01
     00344    0.357500000000000D+01
     00345    0.360000000000000D+01
     00346    0.362500000000000D+01
     00347    0.365000000000000D+01
     00348    0.367500000000000D+01
     00349    0.370000000000000D+01
     00350    0.372500000000000D+01
     00351    0.375000000000000D+01
     00352    0.377500000000000D+01
     00353    0.380000000000000D+01
     00354    0.382500000000000D+01
     00355    0.385000000000000D+01
     00356    0.387500000000000D+01
     00357    0.390000000000000D+01
     00358    0.392500000000000D+01
     00359    0.395000000000000D+01
     00360    0.397500000000000D+01
     00361    0.400000000000000D+01
     00362    0.402500000000000D+01
     00363    0.405000000000000D+01
     00364    0.407500000000000D+01
     00365    0.410000000000000D+01
     00366    0.412500000000000D+01
     00367    0.415000000000000D+01
     00368    0.417500000000000D+01
     00369    0.420000000000000D+01
     00370    0.422500000000000D+01
     00371    0.425000000000000D+01
     00372    0.427500000000000D+01
     00373    0.430000000000000D+01
     00374    0.432500000000000D+01
     00375    0.435000000000000D+01
     00376    0.437500000000000D+01
     00377    0.440000000000000D+01
     00378    0.442500000000000D+01
     00379    0.445000000000000D+01
     00380    0.447500000000000D+01
     00381    0.450000000000000D+01
     00382    0.452500000000000D+01
     00383    0.455000000000000D+01
     00384    0.457500000000000D+01
     00385    0.460000000000000D+01
     00386    0.462500000000000D+01
     00387    0.465000000000000D+01
     00388    0.467500000000000D+01
     00389    0.470000000000000D+01
     00390    0.472500000000000D+01
     00391    0.475000000000000D+01
     00392    0.477500000000000D+01
     00393    0.480000000000000D+01
     00394    0.482500000000000D+01
     00395    0.485000000000000D+01
     00396    0.487500000000000D+01
     00397    0.490000000000000D+01
     00398    0.492500000000000D+01
     00399    0.495000000000000D+01
     00400    0.497500000000000D+01
     00401    0.500000000000000D+01
     00402    0.502500000000000D+01
     00403    0.505000000000000D+01
     00404    0.507500000000000D+01
     00405    0.510000000000000D+01
     00406    0.512500000000000D+01
     00407    0.515000000000000D+01
     00408    0.517500000000000D+01
     00409    0.520000000000000D+01
     00410    0.522500000000000D+01
     00411    0.525000000000000D+01
     00412    0.527500000000000D+01
     00413    0.530000000000000D+01
     00414    0.532500000000000D+01
     00415    0.535000000000000D+01
     00416    0.537500000000000D+01
     00417    0.540000000000000D+01
     00418    0.542500000000000D+01
     00419    0.545000000000000D+01
     00420    0.547500000000000D+01
     00421    0.550000000000000D+01
     00422    0.552500000000000D+01
     00423    0.555000000000000D+01
     00424    0.557500000000000D+01
     00425    0.560000000000000D+01
     00426    0.562500000000000D+01
     00427    0.565000000000000D+01
     00428    0.567500000000000D+01
     00429    0.570000000000000D+01
     00430    0.572500000000000D+01
     00431    0.575000000000000D+01
     00432    0.577500000000000D+01
     00433    0.580000000000000D+01
     00434    0.582500000000000D+01
     00435    0.585000000000000D+01
     00436    0.587500000000000D+01
     00437    0.590000000000000D+01
     00438    0.592500000000000D+01
     00439    0.595000000000000D+01
     00440    0.597500000000000D+01
     00441    0.600000000000000D+01
     00442    0.602500000000000D+01
     00443    0.605000000000000D+01
     00444    0.607500000000000D+01
     00445    0.610000000000000D+01
     00446    0.612500000000000D+01
     00447    0.615000000000000D+01
     00448    0.617500000000000D+01
     00449    0.620000000000000D+01
     00450    0.622500000000000D+01
     00451    0.625000000000000D+01
     00452    0.627500000000000D+01
     00453    0.630000000000000D+01
     00454    0.632500000000000D+01
     00455    0.635000000000000D+01
     00456    0.637500000000000D+01
     00457    0.640000000000000D+01
     00458    0.642500000000000D+01
     00459    0.645000000000000D+01
     00460    0.647500000000000D+01
     00461    0.650000000000000D+01
     00462    0.652500000000000D+01
     00463    0.655000000000000D+01
     00464    0.657500000000000D+01
     00465    0.660000000000000D+01
     00466    0.662500000000000D+01
     00467    0.665000000000000D+01
     00468    0.667500000000000D+01
     00469    0.670000000000000D+01
     00470    0.672500000000000D+01
     00471    0.675000000000000D+01
     00472    0.677500000000000D+01
     00473    0.680000000000000D+01
     00474    0.682500000000000D+01
     00475    0.685000000000000D+01
     00476    0.687500000000000D+01
     00477    0.690000000000000D+01
     00478    0.692500000000000D+01
     00479    0.695000000000000D+01
     00480    0.697500000000000D+01
     00481    0.700000000000000D+01
     00482    0.702500000000000D+01
     00483    0.705000000000000D+01
     00484    0.707500000000000D+01
     00485    0.710000000000000D+01
     00486    0.712500000000000D+01
     00487    0.715000000000000D+01
     00488    0.717500000000000D+01
     00489    0.720000000000000D+01
     00490    0.722500000000000D+01
     00491    0.725000000000000D+01
     00492    0.727500000000000D+01
     00493    0.730000000000000D+01
     00494    0.732500000000000D+01
     00495    0.735000000000000D+01
     00496    0.737500000000000D+01
     00497    0.740000000000000D+01
     00498    0.742500000000000D+01
     00499    0.745000000000000D+01
     00500    0.747500000000000D+01
     00501    0.750000000000000D+01
     00502    0.752500000000000D+01
     00503    0.755000000000000D+01
     00504    0.757500000000000D+01
     00505    0.760000000000000D+01
     00506    0.762500000000000D+01
     00507    0.765000000000000D+01
     00508    0.767500000000000D+01
     00509    0.770000000000000D+01
     00510    0.772500000000000D+01
     00511    0.775000000000000D+01
     00512    0.777500000000000D+01
     00513    0.780000000000000D+01
     00514    0.782500000000000D+01
     00515    0.785000000000000D+01
     00516    0.787500000000000D+01
     00517    0.790000000000000D+01
     00518    0.792500000000000D+01
     00519    0.795000000000000D+01
     00520    0.797500000000000D+01
     00521    0.800000000000000D+01
     00522    0.802500000000000D+01
     00523    0.805000000000000D+01
     00524    0.807500000000000D+01
     00525    0.810000000000000D+01
     00526    0.812500000000000D+01
     00527    0.815000000000000D+01
     00528    0.817500000000000D+01
     00529    0.820000000000000D+01
     00530    0.822500000000000D+01
     00531    0.825000000000000D+01
     00532    0.827500000000000D+01
     00533    0.830000000000000D+01
     00534    0.832500000000000D+01
     00535    0.835000000000000D+01
     00536    0.837500000000000D+01
     00537    0.840000000000000D+01
     00538    0.842500000000000D+01
     00539    0.845000000000000D+01
     00540    0.847500000000000D+01
     00541    0.850000000000000D+01
     00542    0.852500000000000D+01
     00543    0.855000000000000D+01
     00544    0.857500000000000D+01
     00545    0.860000000000000D+01
     00546    0.862500000000000D+01
     00547    0.865000000000000D+01
     00548    0.867500000000000D+01
     00549    0.870000000000000D+01
     00550    0.872500000000000D+01
     00551    0.875000000000000D+01
     00552    0.877500000000000D+01
     00553    0.880000000000000D+01
     00554    0.882500000000000D+01
     00555    0.885000000000000D+01
     00556    0.887500000000000D+01
     00557    0.890000000000000D+01
     00558    0.892500000000000D+01
     00559    0.895000000000000D+01
     00560    0.897500000000000D+01
     00561    0.900000000000000D+01
     00562    0.902500000000000D+01
     00563    0.905000000000000D+01
     00564    0.907500000000000D+01
     00565    0.910000000000000D+01
     00566    0.912500000000000D+01
     00567    0.915000000000000D+01
     00568    0.917500000000000D+01
     00569    0.920000000000000D+01
     00570    0.922500000000000D+01
     00571    0.925000000000000D+01
     00572    0.927500000000000D+01
     00573    0.930000000000000D+01
     00574    0.932500000000000D+01
     00575    0.935000000000000D+01
     00576    0.937500000000000D+01
     00577    0.940000000000000D+01
     00578    0.942500000000000D+01
     00579    0.945000000000000D+01
     00580    0.947500000000000D+01
     00581    0.950000000000000D+01
     00582    0.952500000000000D+01
     00583    0.955000000000000D+01
     00584    0.957500000000000D+01
     00585    0.960000000000000D+01
     00586    0.962500000000000D+01
     00587    0.965000000000000D+01
